"","x"
"1355","Matric"
"1356","Matric"
"1357","Preschool/ Primary"
"1358","Matric"
"1359","Graduation"
"1360","Matric"
"1361","No schooling"
"1362","No schooling"
"1363","No schooling"
"1364","Preschool/ Primary"
"1365","No schooling"
"1366","Preschool/ Primary"
"1367","No schooling"
"1368","No schooling"
"1369","Preschool/ Primary"
"1370","No schooling"
"1371","No schooling"
"1372","No schooling"
"1373","No schooling"
"1374","No schooling"
"1375","No schooling"
"1376","No schooling"
"1377","No schooling"
"1378","No schooling"
"1379","No schooling"
"1380","No schooling"
"1381","No schooling"
"1382","No schooling"
"1383","No schooling"
"1384","Preschool/ Primary"
"1385","No schooling"
"1386","No schooling"
"1387","No schooling"
"1388","Middle"
"1389","No schooling"
"1390","Middle"
"1391","Preschool/ Primary"
"1392","No schooling"
"1393","Preschool/ Primary"
"1394","Preschool/ Primary"
"1395","No schooling"
"1396","Matric"
"1397","No schooling"
"1398","No schooling"
"1399","No schooling"
"1400","No schooling"
"1401","No schooling"
"1402","No schooling"
"1403","No schooling"
"1404","No schooling"
"1405","No schooling"
"1406","No schooling"
"1407","No schooling"
"1408","No schooling"
"1409","No schooling"
"1410","No schooling"
"1411","No schooling"
"1412","No schooling"
"1413","No schooling"
"1414","No schooling"
"1415","No schooling"
"1416","No schooling"
"1417","Matric"
"1418","No schooling"
"1419","No schooling"
"1420","No schooling"
"1421","No schooling"
"1422","Intermediate"
"1423","Preschool/ Primary"
"1424","No schooling"
"1425","Middle"
"1426","No schooling"
"1427","Matric"
"1428","No schooling"
"1429","Preschool/ Primary"
"1430","No schooling"
"1431","No schooling"
"1432","No schooling"
"1433","No schooling"
"1434","No schooling"
"1435","No schooling"
"1436","No schooling"
"1437","No schooling"
"1438","No schooling"
"1439","No schooling"
"1440","No schooling"
"1441","No schooling"
"1442","No schooling"
"1443","No schooling"
"1444","Preschool/ Primary"
"1445","No schooling"
"1446","No schooling"
"1447","No schooling"
"1448","Preschool/ Primary"
"1449","No schooling"
"1450","No schooling"
"1451","No schooling"
"1452","No schooling"
"1453","No schooling"
"1454","No schooling"
"1455","Preschool/ Primary"
"1456","No schooling"
"1457","No schooling"
"1458","Preschool/ Primary"
"1459","No schooling"
"1460","No schooling"
"1461","Middle"
"1462","No schooling"
"1463","No schooling"
"1464","Preschool/ Primary"
"1465","No schooling"
"1466","No schooling"
"1467","No schooling"
"1468","Preschool/ Primary"
"1469","No schooling"
"1470","No schooling"
"1471","No schooling"
"1472","No schooling"
"1473","No schooling"
"1474","Preschool/ Primary"
"1475","No schooling"
"1476","No schooling"
"1477","No schooling"
"1478","Matric"
"1479","No schooling"
"1480","No schooling"
"1481","No schooling"
"1482","Preschool/ Primary"
"1483","No schooling"
"1484","No schooling"
"1485","No schooling"
"1486","No schooling"
"1487","Preschool/ Primary"
"1488","No schooling"
"1489","Preschool/ Primary"
"1490","Preschool/ Primary"
"1491","No schooling"
"1492","Preschool/ Primary"
"1493","No schooling"
"1494","Preschool/ Primary"
"1495","Middle"
"1496","No schooling"
"1497","Matric"
"1498","No schooling"
"1499","Middle"
"1500","Matric"
"1501","No schooling"
"1502","Preschool/ Primary"
"1503","No schooling"
"1504","No schooling"
"1505","Preschool/ Primary"
"1506","No schooling"
"1507","No schooling"
"1508","No schooling"
"1509","Preschool/ Primary"
"1510","No schooling"
"1511","No schooling"
"1512","Matric"
"1513","Preschool/ Primary"
"1514","No schooling"
"1515","Preschool/ Primary"
"1516","No schooling"
"1517","Preschool/ Primary"
"1518","Intermediate"
"1519","Preschool/ Primary"
"1520","No schooling"
"1521","No schooling"
"1522","Preschool/ Primary"
"1523","No schooling"
"1524","No schooling"
"1525","Preschool/ Primary"
"1526","No schooling"
"1527","No schooling"
"1528","No schooling"
"1529","No schooling"
"1530","Matric"
"1531","Intermediate"
"1532","Middle"
"1533","Graduation"
"1534","No schooling"
"1535","No schooling"
"1536","No schooling"
"1537","No schooling"
"1538","No schooling"
"1539","No schooling"
"1540","No schooling"
"1541","No schooling"
"1542","No schooling"
"1543","Preschool/ Primary"
"1544","Preschool/ Primary"
"1545","No schooling"
"1546","No schooling"
"1547","Preschool/ Primary"
"1548","No schooling"
"1549","No schooling"
"1550","No schooling"
"1551","No schooling"
"1552","No schooling"
"1553","No schooling"
"1554","No schooling"
"1555","No schooling"
"1556","No schooling"
"1557","No schooling"
"1558","No schooling"
"1559","No schooling"
"1560","No schooling"
"1561","No schooling"
"1562","No schooling"
"1563","Preschool/ Primary"
"1564","No schooling"
"1565","No schooling"
"1566","No schooling"
"1567","No schooling"
"1568","No schooling"
"1569","No schooling"
"1570","No schooling"
"1571","Preschool/ Primary"
"1572","Preschool/ Primary"
"1573","Preschool/ Primary"
"1574","Intermediate"
"1575","No schooling"
"1576","No schooling"
"1577","No schooling"
"1578","Preschool/ Primary"
"1579","No schooling"
"1580","Middle"
"1581","No schooling"
"1582","No schooling"
"1583","No schooling"
"1584","No schooling"
"1585","Middle"
"1586","No schooling"
"1587","No schooling"
"1588","Preschool/ Primary"
"1589","Preschool/ Primary"
"1590","No schooling"
"1591","Matric"
"1592","No schooling"
"1593","Preschool/ Primary"
"1594","Preschool/ Primary"
"1595","No schooling"
"1596","Preschool/ Primary"
"1597","Preschool/ Primary"
"1598","No schooling"
"1599","Graduation"
"1600","No schooling"
"1601","No schooling"
"1602","Preschool/ Primary"
"1603","No schooling"
"1604","No schooling"
"1605","Preschool/ Primary"
"1606","No schooling"
"1607","No schooling"
"1608","No schooling"
"1609","No schooling"
"1610","No schooling"
"1611","No schooling"
"1612","No schooling"
"1613","Middle"
"1614","Preschool/ Primary"
"1615","Preschool/ Primary"
"1616","No schooling"
"1617","No schooling"
"1618","No schooling"
"1619","No schooling"
"1620","No schooling"
"1621","No schooling"
"1622","Preschool/ Primary"
"1623","No schooling"
"1624","No schooling"
"1625","No schooling"
"1626","No schooling"
"1627","No schooling"
"1628","No schooling"
"1629","Preschool/ Primary"
"1630","No schooling"
"1631","No schooling"
"1632","No schooling"
"1633","No schooling"
"1634","No schooling"
"1635","No schooling"
"1636","No schooling"
"1637","No schooling"
"1638","No schooling"
"1639","No schooling"
"1640","No schooling"
"1641","No schooling"
"1642","Preschool/ Primary"
"1643","Preschool/ Primary"
"1644","No schooling"
"1645","No schooling"
"1646","No schooling"
"1647","No schooling"
"1648","No schooling"
"1649","No schooling"
"1650","No schooling"
"1651","Preschool/ Primary"
"1652","No schooling"
"1653","No schooling"
"1654","Preschool/ Primary"
"1655","No schooling"
"1656","No schooling"
"1657","No schooling"
"1658","Preschool/ Primary"
"1659","Middle"
"1660","No schooling"
"1661","No schooling"
"1662","No schooling"
"1663","No schooling"
"1664","Preschool/ Primary"
"1665","No schooling"
"1666","No schooling"
"1667","No schooling"
"1668","Preschool/ Primary"
"1669","No schooling"
"1670","No schooling"
"1671","No schooling"
"1672","No schooling"
"1673","No schooling"
"1674","No schooling"
"1675","Preschool/ Primary"
"1676","No schooling"
"1677","No schooling"
"1678","No schooling"
"1679","Preschool/ Primary"
"1680","No schooling"
"1681","No schooling"
"1682","No schooling"
"1683","No schooling"
"1684","No schooling"
"1685","No schooling"
"1686","No schooling"
"1687","No schooling"
"1688","No schooling"
"1689","No schooling"
"1690","No schooling"
"1691","No schooling"
"1692","Middle"
"1693","Preschool/ Primary"
"1694","No schooling"
"1695","No schooling"
"1696","Matric"
"1697","No schooling"
"1698","No schooling"
"1699","No schooling"
"1700","No schooling"
"1701","No schooling"
"1702","No schooling"
"1703","No schooling"
"1704","No schooling"
"1705","No schooling"
"1706","Middle"
"1707","Preschool/ Primary"
"1708","No schooling"
"1709","Preschool/ Primary"
"1710","No schooling"
"1711","Preschool/ Primary"
"1712","No schooling"
"1713","No schooling"
"1714","No schooling"
"1715","No schooling"
"1716","Preschool/ Primary"
"1717","No schooling"
"1718","No schooling"
"1719","Preschool/ Primary"
"1720","No schooling"
"1721","Preschool/ Primary"
"1722","No schooling"
"1723","Matric"
"1724","Middle"
"1725","No schooling"
"1726","Preschool/ Primary"
"1727","Middle"
"1728","Preschool/ Primary"
"1729","No schooling"
"1730","Masters or above"
"1731","Middle"
"1732","No schooling"
"1733","Masters or above"
"1734","Matric"
"1735","Intermediate"
"1736","No schooling"
"1737","Matric"
"1738","Graduation"
"1739","Middle"
"1740","Matric"
"1741","Matric"
"1742","Matric"
"1743","Matric"
"1744","No schooling"
"1745","Preschool/ Primary"
"1746","No schooling"
"1747","Matric"
"1748","Preschool/ Primary"
"1749","Preschool/ Primary"
"1750","No schooling"
"1751","Matric"
"1752","Graduation"
"1753","Preschool/ Primary"
"1754","No schooling"
"1755","Preschool/ Primary"
"1756","Preschool/ Primary"
"1757","Middle"
"1758","No schooling"
"1759","No schooling"
"1760","No schooling"
"1761","No schooling"
"1762","Preschool/ Primary"
"1763","No schooling"
"1764","Graduation"
"1765","No schooling"
"1766","Masters or above"
"1767","Masters or above"
"1768","Matric"
"1769","Intermediate"
"1770","No schooling"
"1771","No schooling"
"1772","No schooling"
"1773","Middle"
"1774","Middle"
"1775","No schooling"
"1776","Middle"
"1777","Preschool/ Primary"
"1778","Preschool/ Primary"
"1779","Matric"
"1780","No schooling"
"1781","Middle"
"1782","Middle"
"1783","Preschool/ Primary"
"1784","Preschool/ Primary"
"1785","Preschool/ Primary"
"1786","Preschool/ Primary"
"1787","Preschool/ Primary"
"1788","No schooling"
"1789","No schooling"
"1790","No schooling"
"1791","Masters or above"
"1792","Preschool/ Primary"
"1793","Graduation"
"1794","No schooling"
"1795","No schooling"
"1796","No schooling"
"1797","Graduation"
"1798","Middle"
"1799","Matric"
"1800","No schooling"
"1801","Preschool/ Primary"
"1802","Middle"
"1803","Preschool/ Primary"
"1804","Preschool/ Primary"
"1805","Middle"
"1806","No schooling"
"1807","No schooling"
"1808","Matric"
"1809","No schooling"
"1810","No schooling"
"1811","Preschool/ Primary"
"1812","Preschool/ Primary"
"1813","Matric"
"1814","Preschool/ Primary"
"1815","Preschool/ Primary"
"1816","No schooling"
"1817","Matric"
"1818","No schooling"
"1819","Intermediate"
"1820","No schooling"
"1821","Intermediate"
"1822","Graduation"
"1823","Matric"
"1824","Intermediate"
"1825","Preschool/ Primary"
"1826","Graduation"
"1827","No schooling"
"1828","Masters or above"
"1829","Intermediate"
"1830","No schooling"
"1831","Matric"
"1832","Masters or above"
"1833","Matric"
"1834","No schooling"
"1835","Matric"
"1836","Matric"
"1837","Preschool/ Primary"
"1838","Graduation"
"1839","Preschool/ Primary"
"1840","Intermediate"
"1841","Intermediate"
"1842","Preschool/ Primary"
"1843","Preschool/ Primary"
"1844","Middle"
"1845","Masters or above"
"1846","No schooling"
"1847","Matric"
"1848","Matric"
"1849","No schooling"
"1850","Preschool/ Primary"
"1851","Graduation"
"1852","Matric"
"1853","Preschool/ Primary"
"1854","No schooling"
"1855","Middle"
"1856","Intermediate"
"1857","Matric"
"1858","Matric"
"1859","Preschool/ Primary"
"1860","Intermediate"
"1861","Matric"
"1862","Matric"
"1863","No schooling"
"1864","Matric"
"1865","Preschool/ Primary"
"1866","Matric"
"1867","Preschool/ Primary"
"1868","Middle"
"1869","Graduation"
"1870","Intermediate"
"1871","Matric"
"1872","Middle"
"1873","Intermediate"
"1874","No schooling"
"1875","No schooling"
"1876","Middle"
"1877","No schooling"
"1878","Preschool/ Primary"
"1879","Preschool/ Primary"
"1880","Middle"
"1881","No schooling"
"1882","No schooling"
"1883","Graduation"
"1884","Preschool/ Primary"
"1885","No schooling"
"1886","No schooling"
"1887","Preschool/ Primary"
"1888","Preschool/ Primary"
"1889","No schooling"
"1890","Preschool/ Primary"
"1891","Masters or above"
"1892","No schooling"
"1893","No schooling"
"1894","No schooling"
"1895","Masters or above"
"1896","No schooling"
"1897","No schooling"
"1898","No schooling"
"1899","Preschool/ Primary"
"1900","No schooling"
"1901","No schooling"
"1902","No schooling"
"1903","No schooling"
"1904","No schooling"
"1905","No schooling"
"1906","No schooling"
"1907","Preschool/ Primary"
"1908","No schooling"
"1909","No schooling"
"1910","No schooling"
"1911","Preschool/ Primary"
"1912","Matric"
"1913","Middle"
"1914","No schooling"
"1915","Matric"
"1916","Preschool/ Primary"
"1917","Graduation"
"1918","Preschool/ Primary"
"1919","Middle"
"1920","Middle"
"1921","Matric"
"1922","Masters or above"
"1923","Middle"
"1924","Matric"
"1925","Preschool/ Primary"
"1926","No schooling"
"1927","No schooling"
"1928","Middle"
"1929","No schooling"
"1930","No schooling"
"1931","No schooling"
"1932","No schooling"
"1933","Preschool/ Primary"
"1934","No schooling"
"1935","No schooling"
"1936","Preschool/ Primary"
"1937","Preschool/ Primary"
"1938","No schooling"
"1939","No schooling"
"1940","Preschool/ Primary"
"1941","No schooling"
"1942","No schooling"
"1943","No schooling"
"1944","Preschool/ Primary"
"1945","Preschool/ Primary"
"1946","No schooling"
"1947","Preschool/ Primary"
"1948","No schooling"
"1949","No schooling"
"1950","No schooling"
"1951","No schooling"
"1952","No schooling"
"1953","Middle"
"1954","Preschool/ Primary"
"1955","No schooling"
"1956","Matric"
"1957","No schooling"
"1958","No schooling"
"1959","Preschool/ Primary"
"1960","Preschool/ Primary"
"1961","No schooling"
"1962","No schooling"
"1963","Preschool/ Primary"
"1964","No schooling"
"1965","Middle"
"1966","No schooling"
"1967","Matric"
"1968","No schooling"
"1969","Preschool/ Primary"
"1970","No schooling"
"1971","Matric"
"1972","No schooling"
"1973","No schooling"
"1974","Intermediate"
"1975","Matric"
"1976","No schooling"
"1977","Middle"
"1978","Middle"
"1979","No schooling"
"1980","Middle"
"1981","Matric"
"1982","Preschool/ Primary"
"1983","Preschool/ Primary"
"1984","Matric"
"1985","Intermediate"
"1986","Middle"
"1987","Graduation"
"1988","No schooling"
"1989","Preschool/ Primary"
"1990","Preschool/ Primary"
"1991","No schooling"
"1992","Matric"
"1993","Preschool/ Primary"
"1994","Preschool/ Primary"
"1995","No schooling"
"1996","Middle"
"1997","Preschool/ Primary"
"1998","Preschool/ Primary"
"1999","Preschool/ Primary"
"2000","Preschool/ Primary"
"2001","No schooling"
"2002","Preschool/ Primary"
"2003","No schooling"
"2004","No schooling"
"2005","No schooling"
"2006","No schooling"
"2007","Preschool/ Primary"
"2008","Preschool/ Primary"
"2009","Matric"
"2010","Matric"
"2011","Masters or above"
"2012","Graduation"
"2013","Masters or above"
"2014","Masters or above"
"2015","Graduation"
"2016","Masters or above"
"2017","Graduation"
"2018","Intermediate"
"2019","Masters or above"
"2020","Graduation"
"2021","Intermediate"
"2022","Matric"
"2023","Masters or above"
"2024","No schooling"
"2025","Masters or above"
"2026","No schooling"
"2027","No schooling"
"2028","Masters or above"
"2029","Masters or above"
"2030","Preschool/ Primary"
"2031","No schooling"
"2032","Intermediate"
"2033","Intermediate"
"2034","Matric"
"2035","Graduation"
"2036","Masters or above"
"2037","Matric"
"2038","Graduation"
"2039","Masters or above"
"2040","No schooling"
"2041","No schooling"
"2042","No schooling"
"2043","Preschool/ Primary"
"2044","No schooling"
"2045","No schooling"
"2046","Preschool/ Primary"
"2047","No schooling"
"2048","No schooling"
"2049","No schooling"
"2050","No schooling"
"2051","Middle"
"2052","Preschool/ Primary"
"2053","No schooling"
"2054","No schooling"
"2055","Preschool/ Primary"
"2056","Preschool/ Primary"
"2057","No schooling"
"2058","No schooling"
"2059","No schooling"
"2060","No schooling"
"2061","No schooling"
"2062","No schooling"
"2063","No schooling"
"2064","No schooling"
"2065","No schooling"
"2066","No schooling"
"2067","No schooling"
"2068","No schooling"
"2069","No schooling"
"2070","No schooling"
"2071","No schooling"
"2072","No schooling"
"2073","No schooling"
"2074","No schooling"
